gender,city,work_type,company_size,position,level,experience,currency,raise_period,salary
1,1,3,4,Solutions Architect,3,8,0,1,105.103 TL - 127.552 TL
1,0,3,3,Backend Developer / Engineer,3,6,0,1,82.653 TL - 105.102 TL
1,0,2,1,DevOps,2,3,0,1,54.952 TL - 67.202 TL
1,0,3,1,Fullstack Developer / Engineer,2,5,0,2,29.802 TL - 37.252 TL
1,0,2,1,Backend Developer / Engineer,1,2,0,2,22.452 TL - 26.802 TL
1,1,1,2,Backend Developer / Engineer,1,1,0,1,17.002 TL - 22.451 TL
1,1,3,1,Data Warehouse Developer,1,2,0,2,17.002 TL - 22.451 TL
0,1,3,3,BI Developer / Engineer,3,5,0,2,67.203 TL - 82.652 TL
1,1,3,1,Backend Developer / Engineer,3,5,0,1,17.002 TL - 22.451 TL
1,1,3,1,Q/A - Test Automation Engineer,1,2,0,1,29.802 TL - 37.252 TL
1,0,1,1,Backend Developer / Engineer,2,2,0,2,37.253 TL - 44.703 TL
0,1,2,1,Fullstack Developer / Engineer,1,2,0,1,37.253 TL - 44.703 TL
1,1,3,4,SAP Consultant,3,5,0,2,105.103 TL - 127.552 TL
1,1,3,3,Q/A - Test Automation Engineer,3,4,0,2,44.704 TL - 54.951 TL
0,1,3,3,Software Engineer,2,2,0,2,44.704 TL - 54.951 TL
1,0,2,1,Intern,1,1,0,2,17.002 TL - 22.451 TL
0,1,3,1,Product Manager,2,3,0,2,44.704 TL - 54.951 TL
1,1,3,2,Software Engineer,3,2,0,2,67.203 TL - 82.652 TL
1,0,2,1,Software Engineer,3,3,0,1,17.002 TL - 22.451 TL
1,1,2,1,Frontend Developer / Engineer,2,3,0,1,22.452 TL - 26.802 TL
1,1,3,1,System Administrator,2,3,0,2,54.952 TL - 67.202 TL
1,0,1,1,Frontend Developer / Engineer,1,1,0,1,26.803 TL - 29.801 TL
1,0,3,1,Fullstack Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,0,3,3,Team Lead,Staff,5,0,1,195.003 TL - 239.002 TL
1,1,3,1,Backend Developer / Engineer,1,1,0,2,22.452 TL - 26.802 TL
1,1,2,3,Software Engineer,2,3,0,2,44.704 TL - 54.951 TL
1,1,3,1,Fullstack Developer / Engineer,2,3,0,1,29.802 TL - 37.252 TL
0,1,2,1,Salesforce Developer,1,1,0,1,22.452 TL - 26.802 TL
1,1,2,3,Q/A - Test Automation Engineer,1,2,0,2,17.002 TL - 22.451 TL
0,0,3,2,Software Engineer,2,2,0,2,44.704 TL - 54.951 TL
1,1,2,2,Backend Developer / Engineer,2,4,0,1,67.203 TL - 82.652 TL
1,0,1,3,Embedded Developer / Engineer,3,6,0,2,105.103 TL - 127.552 TL
1,1,2,2,Network Engineer,2,5,0,3,54.952 TL - 67.202 TL
1,0,1,3,Backend Developer / Engineer,2,3,0,2,82.653 TL - 105.102 TL
1,1,3,1,Team Lead,3,4,0,2,67.203 TL - 82.652 TL
1,1,2,1,Salesforce Consultant,2,2,0,2,44.704 TL - 54.951 TL
1,1,2,3,Fullstack Developer / Engineer,2,3,0,2,82.653 TL - 105.102 TL
1,1,3,1,Frontend Developer / Engineer,3,6,0,2,54.952 TL - 67.202 TL
1,0,3,1,IT Specialist,2,3,0,1,22.452 TL - 26.802 TL
1,1,2,4,Backend Developer / Engineer,3,3,0,2,54.952 TL - 67.202 TL
1,1,3,3,Backend Developer / Engineer,3,4,0,2,82.653 TL - 105.102 TL
1,1,3,3,Backend Developer / Engineer,3,8,0,2,54.952 TL - 67.202 TL
1,1,2,1,Backend Developer / Engineer,1,2,0,1,82.653 TL - 105.102 TL
1,0,3,1,Software Development Manager,3,6,0,1,150.003 TL - 195.002 TL
1,0,1,4,AI - ML Developer / Engineer,3,6,0,2,105.103 TL - 127.552 TL
1,1,2,1,Backend Developer / Engineer,2,3,0,1,54.952 TL - 67.202 TL
1,1,3,4,Fullstack Developer / Engineer,2,4,0,1,82.653 TL - 105.102 TL
1,1,3,3,iOS Developer,2,3,0,2,82.653 TL - 105.102 TL
1,1,2,2,Backend Developer / Engineer,2,2,0,2,44.704 TL - 54.951 TL
1,1,3,1,Backend Developer / Engineer,1,1,0,1,26.803 TL - 29.801 TL
1,0,2,2,Frontend Developer / Engineer,1,2,0,1,105.103 TL - 127.552 TL
0,1,2,4,Q/A - Test Automation Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,0,3,1,AI - ML Developer / Engineer,2,2,0,2,22.452 TL - 26.802 TL
1,0,3,2,Team Lead,Staff,8,0,1,150.003 TL - 195.002 TL
1,1,3,1,Fullstack Developer / Engineer,3,8,0,1,82.653 TL - 105.102 TL
1,0,1,4,Team Lead,3,5,0,2,67.203 TL - 82.652 TL
1,1,1,1,Backend Developer / Engineer,2,3,0,2,54.952 TL - 67.202 TL
0,0,1,1,Backend Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,1,2,2,Fullstack Developer / Engineer,1,2,0,1,29.802 TL - 37.252 TL
1,0,1,1,Fullstack Developer / Engineer,3,8,0,2,82.653 TL - 105.102 TL
0,0,2,2,Business Analyst,3,6,0,2,127.553 TL - 150.002 TL
1,1,2,3,SAP Consultant,1,1,0,1,17.002 TL - 22.451 TL
1,0,3,2,Backend Developer / Engineer,1,2,0,1,54.952 TL - 67.202 TL
1,1,2,3,Software Engineer,2,3,0,2,54.952 TL - 67.202 TL
0,1,3,3,Data Engineer,2,3,0,1,54.952 TL - 67.202 TL
1,0,2,3,Team Lead,3,8,0,2,105.103 TL - 127.552 TL
1,1,3,1,Team Lead,3,4,0,1,54.952 TL - 67.202 TL
1,1,2,1,Fullstack Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,1,2,4,Site Reliability Engineer,3,3,0,2,54.952 TL - 67.202 TL
1,1,2,1,Backend Developer / Engineer,1,2,0,2,22.452 TL - 26.802 TL
1,1,2,1,System Support Engineer,1,1,0,1,22.452 TL - 26.802 TL
1,1,3,1,Backend Developer / Engineer,3,6,0,1,82.653 TL - 105.102 TL
0,0,3,2,Backend Developer / Engineer,2,2,0,1,29.802 TL - 37.252 TL
1,0,1,,Fullstack Developer / Engineer,3,4,0,1,67.203 TL - 82.652 TL
1,1,2,1,System Administrator,2,2,0,2,37.253 TL - 44.703 TL
1,0,3,1,Frontend Developer / Engineer,2,2,0,2,37.253 TL - 44.703 TL
1,1,2,3,Backend Developer / Engineer,2,3,0,1,82.653 TL - 105.102 TL
1,1,3,3,Backend Developer / Engineer,3,4,0,2,82.653 TL - 105.102 TL
1,0,1,2,Fullstack Developer / Engineer,3,8,0,2,127.553 TL - 150.002 TL
1,1,3,2,Tech Lead,Staff,5,0,2,54.952 TL - 67.202 TL
1,1,1,1,Fullstack Developer / Engineer,3,6,0,1,54.952 TL - 67.202 TL
1,1,3,1,Backend Developer / Engineer,3,8,0,2,82.653 TL - 105.102 TL
1,1,1,2,Frontend Developer / Engineer,1,1,0,1,22.452 TL - 26.802 TL
1,1,2,1,Cloud Engineer,3,5,0,1,37.253 TL - 44.703 TL
1,1,1,1,Fullstack Developer / Engineer,1,2,0,1,26.803 TL - 29.801 TL
0,1,3,4,AI - ML Developer / Engineer,2,2,0,2,54.952 TL - 67.202 TL
1,1,1,2,Embedded Developer / Engineer,1,2,0,2,37.253 TL - 44.703 TL
1,1,3,1,Frontend Developer / Engineer,1,2,0,2,17.002 TL - 22.451 TL
1,0,1,2,System Administrator,3,4,0,2,44.704 TL - 54.951 TL
1,0,1,1,Fullstack Developer / Engineer,2,5,0,1,44.704 TL - 54.951 TL
1,1,2,1,Backend Developer / Engineer,2,2,0,2,54.952 TL - 67.202 TL
1,0,1,1,Software Engineer,3,5,0,2,67.203 TL - 82.652 TL
1,0,2,1,Project Manager,3,5,0,2,67.203 TL - 82.652 TL
1,1,3,3,Backend Developer / Engineer,3,5,0,2,105.103 TL - 127.552 TL
1,1,2,1,Android Developer,3,4,0,4 veya üzeri,105.103 TL - 127.552 TL
1,0,1,3,Backend Developer / Engineer,3,6,0,2,44.704 TL - 54.951 TL
1,0,2,1,Fullstack Developer / Engineer,1,1,0,2,29.802 TL - 37.252 TL
1,1,3,3,Data Analyst,2,3,0,1,67.203 TL - 82.652 TL
1,0,1,1,Software Engineer,2,3,0,1,44.704 TL - 54.951 TL
1,1,3,1,Android Developer,1,1,0,1,37.253 TL - 44.703 TL
1,1,3,2,Mobile Developer(Cross Platform),1,2,0,2,26.803 TL - 29.801 TL
1,1,3,2,Team Lead,3,6,0,2,127.553 TL - 150.002 TL
1,1,2,3,Fullstack Developer / Engineer,1,2,0,2,54.952 TL - 67.202 TL
1,0,1,3,Embedded Developer / Engineer,3,5,0,2,67.203 TL - 82.652 TL
1,0,2,3,Q/A - Test Automation Engineer,3,6,0,2,82.653 TL - 105.102 TL
1,1,2,1,Data Scientist,2,2,0,2,54.952 TL - 67.202 TL
1,1,2,1,Frontend Developer / Engineer,2,2,0,2,44.704 TL - 54.951 TL
1,0,3,1,Software Engineer,2,2,0,1,105.103 TL - 127.552 TL
1,1,3,2,Backend Developer / Engineer,2,4,0,1,44.704 TL - 54.951 TL
1,1,3,1,Software Architect,3,6,0,2,67.203 TL - 82.652 TL
1,0,1,1,IT Specialist,3,8,0,2,44.704 TL - 54.951 TL
1,1,2,3,DevOps,2,3,0,2,82.653 TL - 105.102 TL
1,1,2,3,Backend Developer / Engineer,1,2,0,2,44.704 TL - 54.951 TL
1,0,2,1,Frontend Developer / Engineer,3,2,0,2,22.452 TL - 26.802 TL
1,1,3,1,Business Analyst,3,3,0,2,67.203 TL - 82.652 TL
1,0,1,3,SAP Consultant,3,4,0,2,67.203 TL - 82.652 TL
1,0,3,1,Backend Developer / Engineer,2,3,0,3,44.704 TL - 54.951 TL
0,0,1,4,Fullstack Developer / Engineer,3,6,0,2,82.653 TL - 105.102 TL
1,1,2,2,iOS Developer,3,4,0,2,105.103 TL - 127.552 TL
1,1,3,3,Frontend Developer / Engineer,2,3,0,1,54.952 TL - 67.202 TL
1,1,3,1,System Administrator,1,2,0,1,37.253 TL - 44.703 TL
1,1,1,3,Software Engineer,1,1,0,1,37.253 TL - 44.703 TL
1,1,1,1,Fullstack Developer / Engineer,2,3,0,2,29.802 TL - 37.252 TL
1,1,3,1,Fullstack Developer / Engineer,1,1,0,1,17.002 TL - 22.451 TL
1,0,3,2,Frontend Developer / Engineer,1,1,0,1,26.803 TL - 29.801 TL
2,0,1,4,Data Warehouse Developer,1,8,0,4 veya üzeri,373.503 TL ve üzeri
1,0,2,4,Enterprise Architect,Staff,8,0,1,239.003 TL - 298.752 TL
1,1,3,1,Product Owner,3,8,0,2,82.653 TL - 105.102 TL
1,0,3,1,Fullstack Developer / Engineer,2,2,0,2,29.802 TL - 37.252 TL
1,1,2,3,ABAP Consultant,3,3,0,2,29.802 TL - 37.252 TL
1,1,2,2,Software Engineer,2,2,0,2,37.253 TL - 44.703 TL
1,0,1,1,CTO (Chief Technology Officer),3,8,0,2,105.103 TL - 127.552 TL
1,0,2,1,Team Lead,3,6,0,1,82.653 TL - 105.102 TL
1,0,3,2,Frontend Developer / Engineer,3,3,0,2,105.103 TL - 127.552 TL
1,1,2,2,SAP Consultant,3,3,0,2,82.653 TL - 105.102 TL
1,1,1,2,Embedded Developer / Engineer,3,4,0,4 veya üzeri,105.103 TL - 127.552 TL
1,0,2,2,Cyber Security Engineer,3,4,0,1,82.653 TL - 105.102 TL
1,0,3,1,Backend Developer / Engineer,2,2,0,1,67.203 TL - 82.652 TL
1,1,3,3,Frontend Developer / Engineer,1,2,0,2,54.952 TL - 67.202 TL
1,1,2,1,Fullstack Developer / Engineer,2,1,0,1,37.253 TL - 44.703 TL
1,0,1,1,Diğer,Staff,6,0,1,17.002 TL - 22.451 TL
1,0,2,3,Frontend Developer / Engineer,1,2,0,2,54.952 TL - 67.202 TL
0,1,3,1,Frontend Developer / Engineer,1,1,0,1,22.452 TL - 26.802 TL
1,1,3,2,Business Analyst,2,3,0,2,44.704 TL - 54.951 TL
1,1,1,1,Fullstack Developer / Engineer,2,3,0,1,44.704 TL - 54.951 TL
1,1,3,2,Backend Developer / Engineer,2,2,0,2,54.952 TL - 67.202 TL
1,1,1,3,Frontend Developer / Engineer,1,1,0,2,67.203 TL - 82.652 TL
0,0,2,1,Software Engineer,2,2,0,2,17.002 TL - 22.451 TL
1,1,2,2,Android Developer,2,3,0,2,44.704 TL - 54.951 TL
1,0,2,1,Data Scientist,1,1,0,1,82.653 TL - 105.102 TL
1,0,3,3,Cyber Security Engineer,2,3,0,2,67.203 TL - 82.652 TL
1,1,3,1,Software Engineer,3,6,0,1,82.653 TL - 105.102 TL
1,1,3,1,Team Lead,3,5,0,1,82.653 TL - 105.102 TL
0,0,3,2,Salesforce Consultant,2,2,0,1,37.253 TL - 44.703 TL
1,1,3,1,Backend Developer / Engineer,3,6,0,2,105.103 TL - 127.552 TL
1,1,3,1,Frontend Developer / Engineer,1,1,0,1,17.002 TL - 22.451 TL
1,1,3,2,Cyber Security Engineer,2,2,0,3,82.653 TL - 105.102 TL
1,1,3,1,Mobile Developer(Cross Platform),1,2,0,2,17.002 TL - 22.451 TL
1,0,3,2,Software Engineer,2,3,0,2,54.952 TL - 67.202 TL
1,1,3,4,Fullstack Developer / Engineer,1,2,0,2,37.253 TL - 44.703 TL
1,0,1,1,Fullstack Developer / Engineer,2,2,0,1,22.452 TL - 26.802 TL
1,0,3,1,Frontend Developer / Engineer,1,2,0,2,67.203 TL - 82.652 TL
1,0,2,4,Q/A - Test Automation Engineer,2,3,0,1,298.753 TL - 373.502 TL
1,0,3,1,Frontend Developer / Engineer,3,3,0,2,82.653 TL - 105.102 TL
1,1,2,2,Backend Developer / Engineer,1,2,0,1,44.704 TL - 54.951 TL
0,1,3,4,Software Development Manager,Staff,6,0,2,105.103 TL - 127.552 TL
1,0,2,,SAP Consultant,2,2,0,,29.802 TL - 37.252 TL
1,1,2,2,Blockchain Developer / Engineer,3,4,0,2,105.103 TL - 127.552 TL
1,1,3,1,UI/UX Designer,3,3,0,2,37.253 TL - 44.703 TL
1,1,3,2,Fullstack Developer / Engineer,2,3,0,2,44.704 TL - 54.951 TL
1,1,2,1,Fullstack Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,1,3,3,Backend Developer / Engineer,2,6,0,2,105.103 TL - 127.552 TL
1,1,3,2,Software Engineer,1,1,0,2,37.253 TL - 44.703 TL
1,0,3,1,Fullstack Developer / Engineer,1,2,0,2,37.253 TL - 44.703 TL
1,1,3,1,Software Engineer,3,4,0,2,54.952 TL - 67.202 TL
1,0,3,1,Backend Developer / Engineer,3,6,0,1,127.553 TL - 150.002 TL
1,1,3,4,Software Engineer,1,2,0,2,29.802 TL - 37.252 TL
0,0,1,1,Fullstack Developer / Engineer,1,2,0,1,17.002 TL - 22.451 TL
1,0,2,3,Business Analyst,2,3,0,1,44.704 TL - 54.951 TL
1,0,3,1,Image Processing Engineer,2,2,0,1,44.704 TL - 54.951 TL
1,1,3,1,Software Development Manager,3,8,0,1,54.952 TL - 67.202 TL
1,0,1,1,Fullstack Developer / Engineer,3,6,0,2,44.704 TL - 54.951 TL
1,1,2,2,Mobile Developer(Cross Platform),Staff,8,0,2,105.103 TL - 127.552 TL
1,1,1,1,Fullstack Developer / Engineer,2,2,0,4 veya üzeri,37.253 TL - 44.703 TL
1,1,3,3,Q/A - Test Automation Engineer,1,1,0,2,17.002 TL - 22.451 TL
1,1,2,4,Integration Developer,1,3,0,2,44.704 TL - 54.951 TL
0,1,3,4,Fullstack Developer / Engineer,3,4,0,1,82.653 TL - 105.102 TL
1,1,3,2,Q/A - Test Automation Engineer,3,4,0,2,67.203 TL - 82.652 TL
1,0,2,1,Frontend Developer / Engineer,1,1,0,2,17.002 TL - 22.451 TL
1,1,3,2,Backend Developer / Engineer,3,6,0,2,82.653 TL - 105.102 TL
1,1,3,1,Software Engineer,3,4,0,2,54.952 TL - 67.202 TL
1,0,3,2,Fullstack Developer / Engineer,1,1,0,2,37.253 TL - 44.703 TL
1,1,2,4,Data Scientist,1,2,0,2,44.704 TL - 54.951 TL
1,1,2,1,Frontend Developer / Engineer,1,2,0,2,37.253 TL - 44.703 TL
1,1,1,1,Fullstack Developer / Engineer,1,3,0,1,17.002 TL - 22.451 TL
1,0,3,2,Diğer,1,2,0,2,44.704 TL - 54.951 TL
1,1,3,2,Backend Developer / Engineer,2,4,0,2,82.653 TL - 105.102 TL
1,1,2,2,iOS Developer,2,2,0,2,82.653 TL - 105.102 TL
1,1,3,2,Software Engineer,3,4,0,2,67.203 TL - 82.652 TL
1,1,2,1,Frontend Developer / Engineer,2,2,0,1,44.704 TL - 54.951 TL
2,1,3,1,iOS Developer,3,5,0,2,82.653 TL - 105.102 TL
1,0,2,3,AI - ML Developer / Engineer,3,4,0,2,67.203 TL - 82.652 TL
1,1,1,4,Team Lead,3,5,0,2,82.653 TL - 105.102 TL
0,1,3,2,Team Lead,3,5,0,2,105.103 TL - 127.552 TL
1,1,3,1,Frontend Developer / Engineer,3,3,0,2,44.704 TL - 54.951 TL
1,0,2,4,Backend Developer / Engineer,3,4,0,2,82.653 TL - 105.102 TL
1,1,2,3,Fullstack Developer / Engineer,3,6,0,2,105.103 TL - 127.552 TL
1,0,2,3,Diğer,1,1,0,1,37.253 TL - 44.703 TL
1,0,2,3,ABAP Consultant,2,3,0,2,67.203 TL - 82.652 TL
1,1,3,3,Q/A - Test Automation Engineer,1,2,0,2,37.253 TL - 44.703 TL
1,1,2,2,Fullstack Developer / Engineer,2,3,0,2,67.203 TL - 82.652 TL
1,1,3,1,Backend Developer / Engineer,3,5,0,2,82.653 TL - 105.102 TL
1,1,2,4,Backend Developer / Engineer,1,2,0,2,37.253 TL - 44.703 TL
1,0,2,1,Software Engineer,3,3,0,1,150.003 TL - 195.002 TL
1,0,3,3,Data Warehouse Developer,1,1,0,2,37.253 TL - 44.703 TL
1,0,2,1,Fullstack Developer / Engineer,1,2,0,1,37.253 TL - 44.703 TL
1,1,3,1,AI - ML Developer / Engineer,1,2,0,1,29.802 TL - 37.252 TL
1,1,1,1,Fullstack Developer / Engineer,2,2,0,2,29.802 TL - 37.252 TL
0,0,3,1,Backend Developer / Engineer,1,2,0,4 veya üzeri,29.802 TL - 37.252 TL
1,0,1,1,Diğer,2,5,0,1,17.002 TL - 22.451 TL
1,0,1,1,Backend Developer / Engineer,1,1,0,2,22.452 TL - 26.802 TL
1,1,1,1,Software Development Manager,3,4,0,2,44.704 TL - 54.951 TL
1,0,2,2,Q/A - Test Automation Engineer,1,2,0,1,22.452 TL - 26.802 TL
1,1,3,1,Backend Developer / Engineer,3,4,0,1,54.952 TL - 67.202 TL
1,0,1,1,Backend Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,1,3,1,Software Development Manager,Staff,4,0,3,82.653 TL - 105.102 TL
1,0,2,1,Software Engineer,3,4,0,2,54.952 TL - 67.202 TL
0,0,2,3,Fullstack Developer / Engineer,3,4,0,2,54.952 TL - 67.202 TL
1,1,3,1,Frontend Developer / Engineer,2,3,0,3,54.952 TL - 67.202 TL
1,1,2,3,Software Engineer,1,2,0,2,44.704 TL - 54.951 TL
1,0,3,1,Software Engineer,2,3,0,1,54.952 TL - 67.202 TL
1,1,3,2,Q/A - Test Automation Engineer,3,4,0,2,67.203 TL - 82.652 TL
1,0,1,1,Frontend Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
0,0,2,1,Backend Developer / Engineer,2,3,0,2,44.704 TL - 54.951 TL
0,1,3,4,Fullstack Developer / Engineer,3,4,0,2,67.203 TL - 82.652 TL
1,1,2,3,Product Owner,3,3,0,2,82.653 TL - 105.102 TL
1,0,2,1,Frontend Developer / Engineer,2,2,0,1,44.704 TL - 54.951 TL
1,0,2,2,Frontend Developer / Engineer,2,2,0,2,44.704 TL - 54.951 TL
1,0,3,3,Cyber Security Engineer,2,3,0,2,67.203 TL - 82.652 TL
1,1,3,2,Backend Developer / Engineer,3,5,0,2,54.952 TL - 67.202 TL
1,1,2,3,Fullstack Developer / Engineer,2,3,0,2,82.653 TL - 105.102 TL
1,1,3,1,Software Engineer,3,4,0,2,127.553 TL - 150.002 TL
1,1,3,1,Frontend Developer / Engineer,2,2,0,2,29.802 TL - 37.252 TL
1,0,3,1,3D Artist,2,3,0,1,54.952 TL - 67.202 TL
1,0,1,1,Game Developer / Engineer,2,2,0,2,37.253 TL - 44.703 TL
1,1,2,1,Android Developer,2,3,0,2,54.952 TL - 67.202 TL
1,1,3,1,Backend Developer / Engineer,3,3,0,1,150.003 TL - 195.002 TL
1,1,3,1,Backend Developer / Engineer,1,2,0,2,22.452 TL - 26.802 TL
1,1,2,3,Business Analyst,1,2,0,2,54.952 TL - 67.202 TL
1,1,2,3,Business Analyst,3,3,0,2,67.203 TL - 82.652 TL
1,0,1,3,IT Specialist,2,3,0,3,44.704 TL - 54.951 TL
1,1,3,2,Frontend Developer / Engineer,2,2,0,2,37.253 TL - 44.703 TL
0,1,2,3,Diğer,2,2,0,2,17.002 TL - 22.451 TL
1,1,3,4,Q/A - Test Automation Engineer,3,4,0,1,67.203 TL - 82.652 TL
1,1,3,1,Fullstack Developer / Engineer,2,3,0,1,54.952 TL - 67.202 TL
1,0,3,1,Frontend Developer / Engineer,2,3,0,,82.653 TL - 105.102 TL
0,0,2,1,Frontend Developer / Engineer,2,3,0,1,67.203 TL - 82.652 TL
1,1,2,2,Business Analyst,1,1,0,2,37.253 TL - 44.703 TL
1,0,1,4,Embedded Developer / Engineer,1,2,0,2,82.653 TL - 105.102 TL
1,1,3,2,iOS Developer,3,3,0,2,29.802 TL - 37.252 TL
1,1,2,3,Android Developer,2,3,0,2,54.952 TL - 67.202 TL
1,0,3,2,Backend Developer / Engineer,3,4,0,2,54.952 TL - 67.202 TL
1,1,2,2,Backend Developer / Engineer,3,8,0,1,82.653 TL - 105.102 TL
0,1,3,1,Product Manager,3,6,0,2,67.203 TL - 82.652 TL
1,1,2,2,Android Developer,2,2,0,2,54.952 TL - 67.202 TL
1,0,1,3,Embedded Developer / Engineer,3,8,0,1,82.653 TL - 105.102 TL
1,1,3,3,Backend Developer / Engineer,1,2,0,2,44.704 TL - 54.951 TL
1,0,3,1,Android Developer,3,4,0,2,67.203 TL - 82.652 TL
1,0,3,1,Frontend Developer / Engineer,2,2,0,1,17.002 TL - 22.451 TL
1,1,2,1,Team Lead,3,3,0,2,127.553 TL - 150.002 TL
1,0,3,1,Frontend Developer / Engineer,2,3,0,2,54.952 TL - 67.202 TL
1,1,2,1,Team Lead,3,8,0,2,127.553 TL - 150.002 TL
1,1,1,2,Software Engineer,2,2,0,2,82.653 TL - 105.102 TL
1,0,1,1,Software Engineer,3,8,0,2,67.203 TL - 82.652 TL
1,1,2,2,Business Analyst,3,3,0,2,67.203 TL - 82.652 TL
1,1,3,3,SAP Consultant,3,6,0,2,67.203 TL - 82.652 TL
1,1,2,2,Data Analyst,1,1,0,2,22.452 TL - 26.802 TL
1,1,3,2,Business Analyst,1,2,0,2,29.802 TL - 37.252 TL
1,0,2,2,IT Specialist,3,3,0,1,26.803 TL - 29.801 TL
0,1,3,1,Frontend Developer / Engineer,2,3,0,2,67.203 TL - 82.652 TL
0,0,3,4,Q/A - Test Automation Engineer,2,2,0,1,44.704 TL - 54.951 TL
1,1,3,1,Backend Developer / Engineer,2,3,0,1,37.253 TL - 44.703 TL
1,1,2,3,Fullstack Developer / Engineer,3,8,0,2,82.653 TL - 105.102 TL
1,1,3,2,Backend Developer / Engineer,3,6,0,2,105.103 TL - 127.552 TL
1,1,3,2,Salesforce Consultant,3,5,0,1,82.653 TL - 105.102 TL
1,0,1,3,Team Lead,3,6,0,2,105.103 TL - 127.552 TL
0,0,2,3,Software Engineer,3,2,0,2,37.253 TL - 44.703 TL
1,1,2,1,Software Engineer,3,2,0,2,82.653 TL - 105.102 TL
1,1,2,3,Cyber Security Engineer,3,2,0,1,67.203 TL - 82.652 TL
1,1,3,1,Fullstack Developer / Engineer,2,3,0,3,54.952 TL - 67.202 TL
1,0,2,2,Backend Developer / Engineer,2,3,0,2,54.952 TL - 67.202 TL
1,0,2,1,Software Engineer,1,2,0,4 veya üzeri,44.704 TL - 54.951 TL
1,1,2,3,Software Development Manager,2,8,0,2,82.653 TL - 105.102 TL
0,0,1,4,Embedded Developer / Engineer,1,1,0,2,54.952 TL - 67.202 TL
1,1,2,3,Software Engineer,1,2,0,4 veya üzeri,44.704 TL - 54.951 TL
1,0,2,1,Software Engineer,3,5,0,2,82.653 TL - 105.102 TL
1,0,3,1,Fullstack Developer / Engineer,Staff,8,0,1,82.653 TL - 105.102 TL
1,1,1,1,System Support Engineer,3,8,0,2,82.653 TL - 105.102 TL
1,1,3,4,Q/A - Test Automation Engineer,2,2,0,2,82.653 TL - 105.102 TL
0,0,3,4,Frontend Developer / Engineer,3,4,0,2,44.704 TL - 54.951 TL
1,1,2,2,Business Analyst,2,3,0,2,67.203 TL - 82.652 TL
0,1,2,1,Product Owner,2,3,0,2,67.203 TL - 82.652 TL
1,0,2,2,AI - ML Developer / Engineer,1,1,0,1,17.002 TL - 22.451 TL
0,1,3,1,Software Engineer,1,2,0,2,44.704 TL - 54.951 TL
0,1,1,1,Diğer,2,2,0,2,17.002 TL - 22.451 TL
1,0,3,1,Frontend Developer / Engineer,2,2,0,2,37.253 TL - 44.703 TL
1,1,2,3,Intern,1,1,0,2,17.002 TL - 22.451 TL
1,0,3,1,Fullstack Developer / Engineer,3,6,0,2,67.203 TL - 82.652 TL
1,0,2,1,AI - ML Developer / Engineer,2,4,0,2,105.103 TL - 127.552 TL
1,1,3,1,Frontend Developer / Engineer,3,5,0,1,67.203 TL - 82.652 TL
1,0,3,1,Fullstack Developer / Engineer,2,2,0,3,22.452 TL - 26.802 TL
1,0,1,1,IT Specialist,2,6,0,2,44.704 TL - 54.951 TL
1,0,1,2,IT Specialist,3,6,0,2,54.952 TL - 67.202 TL
1,1,3,2,Software Engineer,2,2,0,2,37.253 TL - 44.703 TL
1,1,2,2,Research and Development Engineer,2,5,0,2,54.952 TL - 67.202 TL
1,0,3,2,Software Development Manager,Staff,8,0,1,127.553 TL - 150.002 TL
1,1,3,2,Backend Developer / Engineer,3,6,0,2,67.203 TL - 82.652 TL
1,1,3,3,Data Engineer,Staff,8,0,2,127.553 TL - 150.002 TL
1,0,1,1,Game Developer / Engineer,2,2,0,1,26.803 TL - 29.801 TL
1,0,1,1,Backend Developer / Engineer,3,5,0,2,44.704 TL - 54.951 TL
1,0,1,1,3D Artist,Staff,8,0,3,54.952 TL - 67.202 TL
0,1,2,2,Data Analyst,3,3,0,2,37.253 TL - 44.703 TL
1,1,2,1,Fullstack Developer / Engineer,3,5,0,1,67.203 TL - 82.652 TL
1,1,3,2,Backend Developer / Engineer,1,2,0,2,54.952 TL - 67.202 TL
1,0,3,1,Fullstack Developer / Engineer,2,2,0,2,29.802 TL - 37.252 TL
1,1,2,1,Frontend Developer / Engineer,3,4,0,1,82.653 TL - 105.102 TL
1,1,1,1,Frontend Developer / Engineer,1,1,0,1,26.803 TL - 29.801 TL
1,1,2,3,Network Engineer,2,3,0,2,54.952 TL - 67.202 TL
0,0,2,1,Frontend Developer / Engineer,2,2,0,2,17.002 TL - 22.451 TL
1,1,3,1,Team Lead,Staff,4,0,2,82.653 TL - 105.102 TL
0,0,1,1,Frontend Developer / Engineer,1,2,0,2,29.802 TL - 37.252 TL
1,1,1,3,Software Engineer,2,4,0,2,82.653 TL - 105.102 TL
1,0,1,1,Engineering Manager,3,8,0,,127.553 TL - 150.002 TL
1,1,2,3,Backend Developer / Engineer,2,3,0,2,82.653 TL - 105.102 TL
1,1,3,1,Android Developer,3,4,0,1,127.553 TL - 150.002 TL
